p_id2,start_year,season_days_injured,total_days_injured,season_minutes_played,season_games_played,season_matches_in_squad,total_minutes_played,total_games_played,dob,height_cm,weight_kg,nationality,work_rate,position,age,cumulative_minutes_played,cumulative_games_played,minutes_per_game_prev_seasons,avg_days_injured_prev_seasons,avg_games_per_season_prev_seasons,bmi,work_rate_numeric,position_numeric,significant_injury_prev_season,cumulative_days_injured,season_days_injured_prev_season,player_name,market_value_eur,market_value_text
dannyward,2020,71,380,0,0,38,485,14,22-06-1993,191.0,88.0,Wales,Medium/Medium,Goalkeeper,27,1940.0,56.0,34.64285714,131.7272727,5.090909091,24.12214577,3.0,0.0,0.0,4180.0,71.0,Danny Ward,800000,€800k
dannywelbeck,2016,3,408,796,16,16,4773,94,26-11-1990,185.0,73.0,England,High/High,Forward,26,0.0,0.0,0.0,0.0,0.0,21.32943755,4.0,2.0,0.0,0.0,0.0,Danny Welbeck,4000000,€4.00m
dannywelbeck,2017,57,408,1290,28,30,4773,94,26-11-1990,185.0,73.0,England,High/High,Forward,27,796.0,16.0,49.75,3.0,16.0,21.32943755,4.0,2.0,0.0,408.0,3.0,Danny Welbeck,4000000,€4.00m
dannywelbeck,2018,203,408,182,8,10,4773,94,26-11-1990,185.0,73.0,England,High/High,Forward,28,2086.0,44.0,47.40909091,30.0,22.0,21.32943755,4.0,2.0,0.0,816.0,57.0,Danny Welbeck,4000000,€4.00m
dannywelbeck,2019,103,408,888,18,20,4773,94,26-11-1990,185.0,73.0,England,High/High,Forward,29,2268.0,52.0,43.61538462,87.66666667,17.33333333,21.32943755,4.0,2.0,1.0,1224.0,203.0,Danny Welbeck,4000000,€4.00m
dannywelbeck,2020,42,408,1617,24,26,4773,94,26-11-1990,185.0,73.0,England,High/High,Forward,30,3156.0,70.0,45.08571429,91.5,17.5,21.32943755,4.0,2.0,0.0,1632.0,103.0,Danny Welbeck,4000000,€4.00m
davidbrooks,2018,88,483,2338,30,33,2854,39,08-07-1997,179.6,61.2,Wales,Medium/Medium,Midfielder,21,0.0,0.0,0.0,0.0,0.0,18.97312017,3.0,3.0,0.0,0.0,0.0,David Brooks,12000000,€12.00m
davidbrooks,2019,325,483,516,9,9,2854,39,08-07-1997,179.6,61.2,Wales,Medium/Medium,Midfielder,22,2338.0,30.0,77.93333333,88.0,30.0,18.97312017,3.0,3.0,0.0,483.0,88.0,David Brooks,12000000,€12.00m
davidbutton,2018,41,41,380,4,29,475,5,27-02-1989,191.0,78.5,England,Medium/Medium,Goalkeeper,29,0.0,0.0,0.0,0.0,0.0,21.51805049,3.0,0.0,0.0,0.0,0.0,David Button,50000,€50k
davidezappacosta,2018,35,351,145,4,23,1315,26,11-06-1992,182.5,70.33333333,Italy,High/High,Defender,26,0.0,0.0,0.0,0.0,0.0,21.11715769,4.0,1.0,0.0,0.0,0.0,Davide Zappacosta,3500000,€3.50m
davidmartin,2019,24,24,460,5,13,460,5,22-01-1986,187.3333333,86.33333333,England,Medium/Medium,Goalkeeper,33,0.0,0.0,0.0,0.0,0.0,24.60075227,3.0,0.0,0.0,0.0,0.0,David Martin,900000,€900k
davidmcgoldrick,2019,60,78,1889,28,29,4410,63,29-11-1987,183.0,74.0,Republic of Ireland,Medium/Medium,Midfielder,32,0.0,0.0,0.0,0.0,0.0,22.09680791,3.0,3.0,0.0,0.0,0.0,David Mcgoldrick,50000,€50k
davidmcgoldrick,2020,18,78,2521,35,37,4410,63,29-11-1987,183.0,74.0,Republic of Ireland,Medium/Medium,Midfielder,33,1889.0,28.0,67.46428571,60.0,28.0,22.09680791,3.0,3.0,0.0,78.0,60.0,David Mcgoldrick,50000,€50k
davidospina,2016,24,144,152,2,34,557,7,31-08-1988,183.0,79.66666667,Colombia,Medium/Medium,Goalkeeper,28,0.0,0.0,0.0,0.0,0.0,23.78890581,3.0,0.0,0.0,0.0,0.0,David Ospina,200000,€200k
davidospina,2017,31,144,405,5,34,557,7,31-08-1988,183.0,79.66666667,Colombia,Medium/Medium,Goalkeeper,29,152.0,2.0,76.0,24.0,2.0,23.78890581,3.0,0.0,0.0,144.0,24.0,David Ospina,200000,€200k
davyklaassen,2017,15,38,270,7,12,270,7,21-02-1993,179.3333333,70.66666667,Netherlands,High/High,Midfielder,24,0.0,0.0,0.0,0.0,0.0,21.97316234,4.0,3.0,0.0,0.0,0.0,Davy Klaassen,2500000,€2.50m
deandreyedlin,2017,43,327,3012,34,35,7108,85,09-07-1993,172.5,73.16666667,United States,High/Medium,Defender,24,0.0,0.0,0.0,0.0,0.0,24.58867185,3.5,1.0,0.0,0.0,0.0,Deandre Yedlin,1000000,€1.00m
deandreyedlin,2018,18,327,2640,29,34,7108,85,09-07-1993,172.5,73.16666667,United States,High/Medium,Defender,25,3012.0,34.0,88.58823529,43.0,34.0,24.58867185,3.5,1.0,0.0,327.0,43.0,Deandre Yedlin,1000000,€1.00m
deandreyedlin,2019,184,327,999,16,25,7108,85,09-07-1993,172.5,73.16666667,United States,High/Medium,Defender,26,5652.0,63.0,89.71428571,30.5,31.5,24.58867185,3.5,1.0,0.0,654.0,18.0,Deandre Yedlin,1000000,€1.00m
deandreyedlin,2020,44,327,457,6,9,7108,85,09-07-1993,172.5,73.16666667,United States,High/Medium,Defender,27,6651.0,79.0,84.18987342,81.66666667,26.33333333,24.58867185,3.5,1.0,1.0,981.0,184.0,Deandre Yedlin,1000000,€1.00m
deanhenderson,2020,29,29,1190,13,38,4610,49,12-03-1997,190.0,84.0,England,Medium/Medium,Goalkeeper,23,0.0,0.0,0.0,0.0,0.0,23.26869806,3.0,0.0,0.0,0.0,0.0,Dean Henderson,28000000,€28.00m
dejanlovren,2016,7,269,2689,29,31,6811,81,05-07-1989,188.0,84.0,Croatia,Medium/High,Defender,27,0.0,0.0,0.0,0.0,0.0,23.76641014,3.5,1.0,0.0,0.0,0.0,Dejan Lovren,500000,€500k
dejanlovren,2017,13,269,2259,29,34,6811,81,05-07-1989,188.0,84.0,Croatia,Medium/High,Defender,28,2689.0,29.0,92.72413793,7.0,29.0,23.76641014,3.5,1.0,0.0,269.0,7.0,Dejan Lovren,500000,€500k
dejanlovren,2018,138,269,1041,13,19,6811,81,05-07-1989,188.0,84.0,Croatia,Medium/High,Defender,29,4948.0,58.0,85.31034483,10.0,29.0,23.76641014,3.5,1.0,0.0,538.0,13.0,Dejan Lovren,500000,€500k
dejanlovren,2019,51,269,822,10,20,6811,81,05-07-1989,188.0,84.0,Croatia,Medium/High,Defender,30,5989.0,71.0,84.35211268,52.66666667,23.66666667,23.76641014,3.5,1.0,1.0,807.0,138.0,Dejan Lovren,500000,€500k
delealli,2016,10,194,3172,37,37,10743,138,11-04-1996,187.8333333,78.16666667,England,High/Medium,Midfielder,20,0.0,0.0,0.0,0.0,0.0,22.1552299,3.5,3.0,0.0,0.0,0.0,Dele Alli,1500000,€1.50m
delealli,2017,13,194,3075,36,36,10743,138,11-04-1996,187.8333333,78.16666667,England,High/Medium,Midfielder,21,3172.0,37.0,85.72972973,10.0,37.0,22.1552299,3.5,3.0,0.0,194.0,10.0,Dele Alli,1500000,€1.50m
delealli,2018,104,194,1898,25,25,10743,138,11-04-1996,187.8333333,78.16666667,England,High/Medium,Midfielder,22,6247.0,73.0,85.57534247,11.5,36.5,22.1552299,3.5,3.0,0.0,388.0,13.0,Dele Alli,1500000,€1.50m
delealli,2019,49,194,1939,25,28,10743,138,11-04-1996,187.8333333,78.16666667,England,High/Medium,Midfielder,23,8145.0,98.0,83.1122449,42.33333333,32.66666667,22.1552299,3.5,3.0,0.0,582.0,104.0,Dele Alli,1500000,€1.50m
delealli,2020,18,194,659,15,23,10743,138,11-04-1996,187.8333333,78.16666667,England,High/Medium,Midfielder,24,10084.0,123.0,81.98373984,44.0,30.75,22.1552299,3.5,3.0,0.0,776.0,49.0,Dele Alli,1500000,€1.50m
demaraigray,2018,31,31,2072,34,35,5756,121,28-06-1996,179.6666667,71.33333333,England,Medium/Medium,Forward,22,0.0,0.0,0.0,0.0,0.0,22.09823042,3.0,2.0,0.0,0.0,0.0,Demarai Gray,3500000,€3.50m
demeacoduhaney,2018,72,72,45,1,2,45,1,13-10-1998,180.0,70.0,England,High/Medium,Defender,20,0.0,0.0,0.0,0.0,0.0,21.60493827,3.5,1.0,0.0,0.0,0.0,Demeaco Duhaney,250000,€250k
denisodoi,2018,15,31,2744,31,34,3029,34,27-05-1988,178.3333333,69.33333333,Belgium,High/High,Defender,30,0.0,0.0,0.0,0.0,0.0,21.80103066,4.0,1.0,0.0,0.0,0.0,Denis Odoi,200000,€200k
dennispraet,2019,4,154,1205,27,34,1948,42,14-05-1994,181.0,78.0,Belgium,High/Medium,Midfielder,25,0.0,0.0,0.0,0.0,0.0,23.80879705,3.5,3.0,0.0,0.0,0.0,Dennis Praet,2000000,€2.00m
dennispraet,2020,85,154,743,15,25,1948,42,14-05-1994,181.0,78.0,Belgium,High/Medium,Midfielder,26,1205.0,27.0,44.62962963,4.0,27.0,23.80879705,3.5,3.0,0.0,154.0,4.0,Dennis Praet,2000000,€2.00m
dennissrbeny,2019,86,153,78,8,18,78,8,05-05-1994,190.0,83.0,Germany,High/Medium,Forward,25,0.0,0.0,0.0,0.0,0.0,22.99168975,3.5,2.0,0.0,0.0,0.0,Dennis Srbeny,300000,€300k
dimitripayet,2016,14,118,1587,18,18,1587,18,29-03-1987,175.0,77.0,France,High/Low,Midfielder,29,0.0,0.0,0.0,0.0,0.0,25.14285714,3.0,3.0,0.0,0.0,0.0,Dimitri Payet,500000,€500k
divockorigi,2016,14,44,1581,34,38,3022,84,18-04-1995,186.0,75.0,Belgium,High/Medium,Forward,21,0.0,0.0,0.0,0.0,0.0,21.6788068,3.5,2.0,0.0,0.0,0.0,Divock Origi,500000,€500k
divockorigi,2017,18,44,14,1,2,3022,84,18-04-1995,186.0,75.0,Belgium,High/Medium,Forward,22,1581.0,34.0,46.5,14.0,34.0,21.6788068,3.5,2.0,0.0,44.0,14.0,Divock Origi,500000,€500k
divockorigi,2019,12,44,804,28,37,3022,84,18-04-1995,186.0,75.0,Belgium,High/Medium,Forward,24,1595.0,35.0,45.57142857,16.0,17.5,21.6788068,3.5,2.0,0.0,88.0,18.0,Divock Origi,500000,€500k
domingosquina,2018,91,184,366,8,19,404,12,18-11-1999,175.0,65.75,Portugal,Medium/Medium,Midfielder,19,0.0,0.0,0.0,0.0,0.0,21.46938776,3.0,3.0,0.0,0.0,0.0,Domingos Quina,1000000,€1.00m
domingosquina,2019,36,184,38,4,16,404,12,18-11-1999,175.0,65.75,Portugal,Medium/Medium,Midfielder,20,366.0,8.0,45.75,91.0,8.0,21.46938776,3.0,3.0,0.0,184.0,91.0,Domingos Quina,1000000,€1.00m
dominicsolanke,2018,157,201,382,10,11,2826,63,14-09-1997,186.0,77.5,England,High/Medium,Forward,21,0.0,0.0,0.0,0.0,0.0,22.40143369,3.5,2.0,0.0,0.0,0.0,Dominic Solanke,35000000,€35.00m
duncanwatmore,2016,286,732,1060,14,14,1060,14,08-03-1994,175.0,72.0,England,High/Medium,Forward,22,0.0,0.0,0.0,0.0,0.0,23.51020408,3.5,2.0,0.0,0.0,0.0,Duncan Watmore,500000,€500k
dusantadic,2016,25,36,2496,33,33,5374,69,20-11-1988,181.0,76.0,Serbia,Medium/Medium,Midfielder,28,0.0,0.0,0.0,0.0,0.0,23.19831507,3.0,3.0,0.0,0.0,0.0,Dusan Tadic,2000000,€2.00m
dwightmcneil,2019,21,41,3501,38,38,8387,96,22-11-1999,183.0,68.66666667,England,High/High,Midfielder,20,0.0,0.0,0.0,0.0,0.0,20.50424518,4.0,3.0,0.0,0.0,0.0,Dwight Mcneil,20000000,€20.00m
dwightmcneil,2020,20,41,3231,36,36,8387,96,22-11-1999,183.0,68.66666667,England,High/High,Midfielder,21,3501.0,38.0,92.13157895,21.0,38.0,20.50424518,4.0,3.0,0.0,41.0,21.0,Dwight Mcneil,20000000,€20.00m
eberechieze,2020,166,166,2684,34,36,2684,34,29-06-1998,173.0,67.0,England,Medium/Medium,Midfielder,22,0.0,0.0,0.0,0.0,0.0,22.38631428,3.0,3.0,0.0,0.0,0.0,Eberechi Eze,65000000,€65.00m
edimilsonfernandes,2017,144,351,885,14,19,1992,42,15-04-1996,189.0,73.5,Switzerland,High/Medium,Midfielder,21,0.0,0.0,0.0,0.0,0.0,20.57613169,3.5,3.0,0.0,0.0,0.0,Edimilson Fernandes,2500000,€2.50m
edinsoncavani,2020,42,234,1473,26,26,1473,26,14-02-1987,184.4,73.4,Uruguay,High/High,Forward,33,0.0,0.0,0.0,0.0,0.0,21.58610208,4.0,2.0,0.0,0.0,0.0,Edinson Cavani,500000,€500k
eliaquimmangala,2017,262,452,668,11,26,668,11,13-02-1991,187.0,84.0,France,Medium/High,Defender,26,0.0,0.0,0.0,0.0,0.0,24.02127599,3.5,1.0,0.0,0.0,0.0,Eliaquim Mangala,150000,€150k
eliaskachunga,2017,147,173,1378,19,20,2629,39,22-04-1992,178.0,74.0,DR Congo,High/Medium,Forward,25,0.0,0.0,0.0,0.0,0.0,23.35563691,3.5,2.0,0.0,0.0,0.0,Elias Kachunga,75000,€75k
emersonhyndman,2018,32,368,42,1,4,101,2,09-04-1996,170.6666667,61.0,United States,High/Medium,Midfielder,22,0.0,0.0,0.0,0.0,0.0,20.94268799,3.5,3.0,0.0,0.0,0.0,Emerson Hyndman,150000,€150k
emilkrafth,2019,151,226,1035,17,31,2380,33,02-08-1994,181.0,75.5,Sweden,High/Medium,Defender,25,0.0,0.0,0.0,0.0,0.0,23.04569458,3.5,1.0,0.0,0.0,0.0,Emil Krafth,1500000,€1.50m
emilkrafth,2020,52,226,1345,16,33,2380,33,02-08-1994,181.0,75.5,Sweden,High/Medium,Defender,26,1035.0,17.0,60.88235294,151.0,17.0,23.04569458,3.5,1.0,1.0,226.0,151.0,Emil Krafth,1500000,€1.50m
emrecan,2016,39,187,2513,32,33,4712,58,12-01-1994,185.6666667,82.66666667,Germany,Medium/Medium,Midfielder,22,0.0,0.0,0.0,0.0,0.0,23.98073805,3.0,3.0,0.0,0.0,0.0,Emre Can,6000000,€6.00m
emrecan,2017,68,187,2199,26,29,4712,58,12-01-1994,185.6666667,82.66666667,Germany,Medium/Medium,Midfielder,23,2513.0,32.0,78.53125,39.0,32.0,23.98073805,3.0,3.0,0.0,187.0,39.0,Emre Can,6000000,€6.00m
endastevens,2019,12,80,3526,38,38,6376,68,09-07-1990,183.0,78.0,Republic of Ireland,High/Medium,Defender,29,0.0,0.0,0.0,0.0,0.0,23.29122996,3.5,1.0,0.0,0.0,0.0,Enda Stevens,100000,€100k
endastevens,2020,68,80,2850,30,30,6376,68,09-07-1990,183.0,78.0,Republic of Ireland,High/Medium,Defender,30,3526.0,38.0,92.78947368,12.0,38.0,23.29122996,3.5,1.0,0.0,80.0,12.0,Enda Stevens,100000,€100k
ericbailly,2016,38,533,2170,25,27,5062,66,12-04-1994,186.6666667,77.0,Ivory Coast,Medium/High,Defender,22,0.0,0.0,0.0,0.0,0.0,22.09821429,3.5,1.0,0.0,0.0,0.0,Eric Bailly,1500000,€1.50m
ericbailly,2017,121,533,1060,13,18,5062,66,12-04-1994,186.6666667,77.0,Ivory Coast,Medium/High,Defender,23,2170.0,25.0,86.8,38.0,25.0,22.09821429,3.5,1.0,0.0,533.0,38.0,Eric Bailly,1500000,€1.50m
ericbailly,2018,130,533,694,12,21,5062,66,12-04-1994,186.6666667,77.0,Ivory Coast,Medium/High,Defender,24,3230.0,38.0,85.0,79.5,19.0,22.09821429,3.5,1.0,1.0,1066.0,121.0,Eric Bailly,1500000,€1.50m
ericbailly,2019,174,533,168,4,14,5062,66,12-04-1994,186.6666667,77.0,Ivory Coast,Medium/High,Defender,25,3924.0,50.0,78.48,96.33333333,16.66666667,22.09821429,3.5,1.0,1.0,1599.0,130.0,Eric Bailly,1500000,€1.50m
ericbailly,2020,70,533,970,12,26,5062,66,12-04-1994,186.6666667,77.0,Ivory Coast,Medium/High,Defender,26,4092.0,54.0,75.77777778,115.75,13.5,22.09821429,3.5,1.0,1.0,2132.0,174.0,Eric Bailly,1500000,€1.50m
ericdier,2016,14,152,3209,36,37,11846,137,15-01-1994,188.6666667,88.16666667,England,Medium/High,Defender,22,0.0,0.0,0.0,0.0,0.0,24.76931913,3.5,1.0,0.0,0.0,0.0,Eric Dier,7000000,€7.00m
ericdier,2018,113,152,1579,20,24,11846,137,15-01-1994,188.6666667,88.16666667,England,Medium/High,Defender,24,3209.0,36.0,89.13888889,14.0,36.0,24.76931913,3.5,1.0,0.0,152.0,14.0,Eric Dier,7000000,€7.00m
ericdier,2019,13,152,1426,19,32,11846,137,15-01-1994,188.6666667,88.16666667,England,Medium/High,Defender,25,4788.0,56.0,85.5,63.5,28.0,24.76931913,3.5,1.0,0.0,304.0,113.0,Eric Dier,7000000,€7.00m
ericdier,2020,12,152,2660,28,37,11846,137,15-01-1994,188.6666667,88.16666667,England,Medium/High,Defender,26,6214.0,75.0,82.85333333,46.66666667,25.0,24.76931913,3.5,1.0,0.0,456.0,13.0,Eric Dier,7000000,€7.00m
erikpieters,2017,17,50,2860,31,32,9518,111,07-08-1988,183.1666667,85.66666667,Netherlands,Medium/High,Defender,29,0.0,0.0,0.0,0.0,0.0,25.53400767,3.5,1.0,0.0,0.0,0.0,Erik Pieters,150000,€150k
erikpieters,2020,33,50,1345,20,32,9518,111,07-08-1988,183.1666667,85.66666667,Netherlands,Medium/High,Defender,32,2860.0,31.0,92.25806452,17.0,31.0,25.53400767,3.5,1.0,0.0,50.0,17.0,Erik Pieters,150000,€150k
ethanampadu,2017,123,370,15,1,12,2210,26,14-09-2000,182.6666667,72.66666667,Wales,Medium/Medium,Defender,17,0.0,0.0,0.0,0.0,0.0,21.7779317,3.0,1.0,0.0,0.0,0.0,Ethan Ampadu,20000000,€20.00m
ethanampadu,2018,76,370,0,0,4,2210,26,14-09-2000,182.6666667,72.66666667,Wales,Medium/Medium,Defender,18,15.0,1.0,15.0,123.0,1.0,21.7779317,3.0,1.0,1.0,370.0,123.0,Ethan Ampadu,20000000,€20.00m
ethanampadu,2020,39,370,2195,25,29,2210,26,14-09-2000,182.6666667,72.66666667,Wales,Medium/Medium,Defender,20,15.0,1.0,15.0,99.5,0.5,21.7779317,3.0,1.0,0.0,740.0,76.0,Ethan Ampadu,20000000,€20.00m
ezrikonsa,2019,17,29,2142,25,38,5469,61,06-04-1998,183.0,77.0,England,Medium/Medium,Defender,21,0.0,0.0,0.0,0.0,0.0,22.99262444,3.0,1.0,0.0,0.0,0.0,Ezri Konsa,35000000,€35.00m
ezrikonsa,2020,12,29,3327,36,36,5469,61,06-04-1998,183.0,77.0,England,Medium/Medium,Defender,22,2142.0,25.0,85.68,17.0,25.0,22.99262444,3.0,1.0,0.0,29.0,17.0,Ezri Konsa,35000000,€35.00m
fabioborini,2016,112,201,1841,24,26,1841,24,23-03-1991,180.0,74.0,Italy,High/Medium,Forward,25,0.0,0.0,0.0,0.0,0.0,22.83950617,3.5,2.0,0.0,0.0,0.0,Fabio Borini,200000,€200k
fikayotomori,2019,36,36,1358,15,27,1408,16,19-12-1997,185.0,75.6,England,Medium/Medium,Defender,22,0.0,0.0,0.0,0.0,0.0,22.08911614,3.0,1.0,0.0,0.0,0.0,Fikayo Tomori,20000000,€20.00m
florianlejeune,2017,28,515,2219,24,28,3795,42,20-05-1991,188.8333333,85.0,France,Medium/High,Defender,26,0.0,0.0,0.0,0.0,0.0,23.83754944,3.5,1.0,0.0,0.0,0.0,Florian Lejeune,2000000,€2.00m
florianlejeune,2018,394,515,1110,12,13,3795,42,20-05-1991,188.8333333,85.0,France,Medium/High,Defender,27,2219.0,24.0,92.45833333,28.0,24.0,23.83754944,3.5,1.0,0.0,515.0,28.0,Florian Lejeune,2000000,€2.00m
florianlejeune,2019,86,515,466,6,12,3795,42,20-05-1991,188.8333333,85.0,France,Medium/High,Defender,28,3329.0,36.0,92.47222222,211.0,18.0,23.83754944,3.5,1.0,1.0,1030.0,394.0,Florian Lejeune,2000000,€2.00m
florinandone,2019,702,818,147,3,3,1095,26,11-04-1993,180.6666667,78.0,Romania,High/High,Forward,26,0.0,0.0,0.0,0.0,0.0,23.89673343,4.0,2.0,0.0,0.0,0.0,Florin Andone,200000,€200k
florinandone,2020,64,818,0,0,1,1095,26,11-04-1993,180.6666667,78.0,Romania,High/High,Forward,27,147.0,3.0,49.0,702.0,3.0,23.89673343,4.0,2.0,1.0,818.0,702.0,Florin Andone,200000,€200k
fraserforster,2016,11,11,3610,38,38,6365,67,17-03-1988,201.0,92.5,England,Medium/Medium,Goalkeeper,28,0.0,0.0,0.0,0.0,0.0,22.89547288,3.0,0.0,0.0,0.0,0.0,Fraser Forster,600000,€600k
frederikalves,2020,31,31,0,0,11,0,0,08-11-1999,189.0,78.0,Denmark,Medium/Medium,Defender,21,0.0,0.0,0.0,0.0,0.0,21.83589485,3.0,1.0,0.0,0.0,0.0,Frederik Alves,2800000,€2.80m
georginiowijnaldum,2016,25,94,3119,36,37,14630,179,11-11-1990,175.0,70.66666667,Netherlands,High/High,Midfielder,26,0.0,0.0,0.0,0.0,0.0,23.07482993,4.0,3.0,0.0,0.0,0.0,Georginio Wijnaldum,2500000,€2.50m
georginiowijnaldum,2017,11,94,2522,33,35,14630,179,11-11-1990,175.0,70.66666667,Netherlands,High/High,Midfielder,27,3119.0,36.0,86.63888889,25.0,36.0,23.07482993,4.0,3.0,0.0,94.0,25.0,Georginio Wijnaldum,2500000,€2.50m
georginiowijnaldum,2018,47,94,2846,35,35,14630,179,11-11-1990,175.0,70.66666667,Netherlands,High/High,Midfielder,28,5641.0,69.0,81.75362319,18.0,34.5,23.07482993,4.0,3.0,0.0,188.0,11.0,Georginio Wijnaldum,2500000,€2.50m
georginiowijnaldum,2019,11,94,3058,37,37,14630,179,11-11-1990,175.0,70.66666667,Netherlands,High/High,Midfielder,29,8487.0,104.0,81.60576923,27.66666667,34.66666667,23.07482993,4.0,3.0,0.0,282.0,47.0,Georginio Wijnaldum,2500000,€2.50m
gradydiangana,2020,43,70,1292,20,29,1948,37,19-04-1998,180.3333333,73.0,England,High/Medium,Midfielder,22,0.0,0.0,0.0,0.0,0.0,22.44764778,3.5,3.0,0.0,0.0,0.0,Grady Diangana,3500000,€3.50m
granitxhaka,2016,10,90,2666,32,33,14120,161,27-09-1992,185.0,81.66666667,Switzerland,Medium/Medium,Midfielder,24,0.0,0.0,0.0,0.0,0.0,23.86169954,3.0,3.0,0.0,0.0,0.0,Granit Xhaka,10000000,€10.00m
granitxhaka,2017,9,90,3421,38,38,14120,161,27-09-1992,185.0,81.66666667,Switzerland,Medium/Medium,Midfielder,25,2666.0,32.0,83.3125,10.0,32.0,23.86169954,3.0,3.0,0.0,90.0,10.0,Granit Xhaka,10000000,€10.00m
granitxhaka,2018,46,90,2626,29,31,14120,161,27-09-1992,185.0,81.66666667,Switzerland,Medium/Medium,Midfielder,26,6087.0,70.0,86.95714286,9.5,35.0,23.86169954,3.0,3.0,0.0,180.0,9.0,Granit Xhaka,10000000,€10.00m
granitxhaka,2019,25,90,2721,31,31,14120,161,27-09-1992,185.0,81.66666667,Switzerland,Medium/Medium,Midfielder,27,8713.0,99.0,88.01010101,21.66666667,33.0,23.86169954,3.0,3.0,0.0,270.0,46.0,Granit Xhaka,10000000,€10.00m
granthanley,2019,208,222,1332,15,18,1332,15,20-11-1991,188.3333333,79.33333333,Scotland,Low/Medium,Defender,28,0.0,0.0,0.0,0.0,0.0,22.36666928,2.5,1.0,0.0,0.0,0.0,Grant Hanley,500000,€500k
gregcunningham,2018,26,2398,665,7,27,665,7,31-01-1991,183.0,70.0,Republic of Ireland,Medium/High,Defender,27,0.0,0.0,0.0,0.0,0.0,20.90238586,3.5,1.0,0.0,0.0,0.0,Greg Cunningham,150000,€150k
guidocarrillo,2017,25,229,472,7,8,472,7,25-05-1991,190.3333333,87.33333333,Argentina,Medium/Medium,Forward,26,0.0,0.0,0.0,0.0,0.0,24.10739754,3.0,2.0,0.0,0.0,0.0,Guido Carrillo,350000,€350k
hakimziyech,2020,73,167,1224,23,28,1224,23,19-03-1993,180.3333333,67.5,Morocco,High/High,Midfielder,27,0.0,0.0,0.0,0.0,0.0,20.75638665,4.0,3.0,0.0,0.0,0.0,Hakim Ziyech,3000000,€3.00m
harrisonreed,2020,54,149,2371,31,32,2443,34,27-01-1995,173.8333333,72.33333333,England,Medium/High,Midfielder,25,0.0,0.0,0.0,0.0,0.0,23.93714569,3.5,3.0,0.0,0.0,0.0,Harrison Reed,3000000,€3.00m
harrykane,2016,73,309,2611,30,30,14341,159,28-07-1993,188.0,80.5,England,High/High,Forward,23,0.0,0.0,0.0,0.0,0.0,22.77614305,4.0,2.0,0.0,0.0,0.0,Harry Kane,65000000,€65.00m
harrykane,2017,35,309,3223,37,37,14341,159,28-07-1993,188.0,80.5,England,High/High,Forward,24,2611.0,30.0,87.03333333,73.0,30.0,22.77614305,4.0,2.0,0.0,309.0,73.0,Harry Kane,65000000,€65.00m
harrykane,2018,93,309,2547,28,28,14341,159,28-07-1993,188.0,80.5,England,High/High,Forward,25,5834.0,67.0,87.07462687,54.0,33.5,22.77614305,4.0,2.0,0.0,618.0,35.0,Harry Kane,65000000,€65.00m
harrykane,2019,90,309,2721,29,29,14341,159,28-07-1993,188.0,80.5,England,High/High,Forward,26,8381.0,95.0,88.22105263,67.0,31.66666667,22.77614305,4.0,2.0,0.0,927.0,93.0,Harry Kane,65000000,€65.00m
harrykane,2020,18,309,3239,35,35,14341,159,28-07-1993,188.0,80.5,England,High/High,Forward,27,11102.0,124.0,89.53225806,72.75,31.0,22.77614305,4.0,2.0,0.0,1236.0,90.0,Harry Kane,65000000,€65.00m
harrymaguire,2018,44,79,2830,31,32,15700,170,05-03-1993,192.0,93.0,England,High/High,Defender,25,0.0,0.0,0.0,0.0,0.0,25.22786458,4.0,1.0,0.0,0.0,0.0,Harry Maguire,10000000,€10.00m
harrymaguire,2020,35,79,3213,34,34,15700,170,05-03-1993,192.0,93.0,England,High/High,Defender,27,2830.0,31.0,91.29032258,44.0,31.0,25.22786458,4.0,1.0,0.0,79.0,44.0,Harry Maguire,10000000,€10.00m
harrywilson,2019,20,74,1716,31,34,1716,31,22-03-1997,172.4,70.0,Wales,Medium/Medium,Midfielder,22,0.0,0.0,0.0,0.0,0.0,23.55176813,3.0,3.0,0.0,0.0,0.0,Harry Wilson,20000000,€20.00m
harrywinks,2016,59,340,620,21,27,6400,109,02-02-1996,176.6666667,71.0,England,Medium/High,Midfielder,20,0.0,0.0,0.0,0.0,0.0,22.74830901,3.5,3.0,0.0,0.0,0.0,Harry Winks,7000000,€7.00m
harrywinks,2017,186,340,830,16,21,6400,109,02-02-1996,176.6666667,71.0,England,Medium/High,Midfielder,21,620.0,21.0,29.52380952,59.0,21.0,22.74830901,3.5,3.0,0.0,340.0,59.0,Harry Winks,7000000,€7.00m
harrywinks,2018,81,340,1707,26,28,6400,109,02-02-1996,176.6666667,71.0,England,Medium/High,Midfielder,22,1450.0,37.0,39.18918919,122.5,18.5,22.74830901,3.5,3.0,1.0,680.0,186.0,Harry Winks,7000000,€7.00m
harrywinks,2019,8,340,2332,31,36,6400,109,02-02-1996,176.6666667,71.0,England,Medium/High,Midfielder,23,3157.0,63.0,50.11111111,108.6666667,21.0,22.74830901,3.5,3.0,0.0,1020.0,81.0,Harry Winks,7000000,€7.00m
harrywinks,2020,6,340,911,15,30,6400,109,02-02-1996,176.6666667,71.0,England,Medium/High,Midfielder,24,5489.0,94.0,58.39361702,83.5,23.5,22.74830901,3.5,3.0,0.0,1360.0,8.0,Harry Winks,7000000,€7.00m
