player_id,player_name,nationality,position,club,age,date_of_birth,foot,contract_expiration_date,contract_years_remaining,total_appearances,total_minutes_played,total_goals,total_assists,total_shots,total_shots_on_target,shot_accuracy,total_successful_dribbles,total_key_passes,avg_rating,career_span_years,total_yellow_cards,total_red_cards,games_per_season_avg,minutes_per_game_avg,passing_accuracy,total_tackles,total_interceptions,total_clearances,total_clean_sheets,total_saves,save_percentage,total_goals_conceded,total_injuries,total_days_out,avg_injury_duration,max_injury_duration,min_injury_duration,injury_types_list,most_recent_injury_date,days_since_last_injury,injury_frequency,had_knee_injury,had_hamstring_injury,had_acl_injury,had_surgery,injury_severity_score,games_missed_due_injury,currently_injured,sentiment_score,mentions_count,positive_ratio,negative_ratio,neutral_ratio,engagement_rate,fan_base_size,trending_score,controversy_flag,media_coverage_score,hashtag_mentions,retweet_avg,like_avg,market_value,peak_value,transfer_history_total,number_of_transfers,value_trend,goals_per_game,assists_per_game,goal_contribution,goal_contribution_per_game,minutes_per_goal,minutes_per_assist,discipline_score,experience_score,injury_risk_score,availability_score,recovery_rate,estimated_contract_value,is_at_peak,career_stage,value_appreciation_potential,sentiment_momentum,popularity_index,public_perception_score,controversy_impact,player_quality_score,market_attractiveness,value_for_money,age_group
PL0254,Matthew Gardner,Uruguay,RW,Borussia Dortmund,27,20-08-1999,Right,16-01-2027,1,186,16973,191,93,827,299,36.29,434,336,7.25,9,33,3,20.7,91.3,85.12,602,772.5,1165.5,93,802,72.1,237,10,858,85.8,157,22,"Back Injury, Meniscus Tear, Shoulder Injury, Hamstring Injury, Calf Injury, Achilles Injury, Ankle Injury, Muscle Injury, ACL Injury, Hip Injury",09-03-2023,1044,1,0,1,1,1,2.35,137,0,0.34,21464,0.382,0.411,0.207,10.06,176685,5.7,1,9.84,3650,378,16726,68.3,91.95,149.64,4,Stable,1.02688172,0.5,284,1.52688172,88.40104167,180.5638298,3.7,12.72,6.35,26.34408602,7.8,70.56544531,1,Prime,0,0.01938,34.11568179,0.4668,8.821704,37.7464172,77.34673128,54.46813449,26-29
PL0255,Daniel Lawrence,South Korea,CF,Arsenal,24,04-12-2002,Both,16-01-2028,2,205,38529,150,67,1103,315,39.52,767,325,7.29,6,66,6,34.2,187.9,85.12,602,772.5,1165.5,93,802,72.1,237,10,1190,119,175,75,"Back Injury, Hamstring Injury, Calf Injury, Fracture, Achilles Injury, Ligament Damage, Knee Injury, Hip Injury",14-10-2025,94,1,1,1,0,1,3.26,276,0,0.501,13131,0.429,0.27,0.301,5.3,171578,73.2,0,8.47,3801,4835,11198,66.57,91.27,163.48,6,Rising,0.731707317,0.326829268,217,1.058536585,255.1589404,566.6029412,-2.6,10.1,5.26,0,10.81818182,137.5561257,0,Prime,37.10380051,0.366732,25.17969817,0.5598,0,32.2996,63.39934725,47.80168714,22-25
PL0256,Robert Smith,Morocco,RW,Newcastle,22,17-10-2004,Right,16-01-2027,1,464,36231,179,147,1011,293,54.79,688,158,7.26,4,16,6,116,78.1,85.12,602,772.5,1165.5,93,802,72.1,237,8,878,109.8,177,21,"Shoulder Injury, Hamstring Injury, Ligament Damage, Ankle Injury, Muscle Injury, Hip Injury",16-10-2023,823,0.8,0,1,0,0,2.41,201,0,0.163,28739,0.252,0.447,0.301,12,535868,2.2,1,2.24,4954,2031,19618,54.52,72.47,122.4,6,Rising,0.385775862,0.316810345,326,0.702586207,201.2833333,244.8040541,2.4,13.28,4.01,56.68103448,12.2,56.32837596,0,Emerging,32.92369773,0.003586,20.08038433,0.2738,12.846333,43.5798069,63.89047995,78.4938885,22-25
PL0257,Robert Wolfe,Japan,GK,Lyon,23,02-07-2003,Both,15-01-2029,3,390,20573,2,3,863,501,46.22,478,444,6.37,5,40,6,78,52.8,85.12,602,772.5,1165.5,93,685,65.15,356,14,1276,91.1,176,9,"Back Injury, Meniscus Tear, Shoulder Injury, Hamstring Injury, Achilles Injury, Concussion, Ligament Damage, ACL Injury",02-12-2024,410,1.4,0,1,1,1,3.5,278,0,0,2653,0.1,0.58,0.32,3.83,38257,10.3,1,1.69,4505,748,1361,12.06,16.05,37.19,5,Rising,0.005128205,0.007692308,5,0.012820513,6857.666667,5143.25,0,12.8,8.3,28.71794872,6.073333333,37.3800558,0,Emerging,33.08457711,0,0,0.1309,1.53874,34.04538974,20.42269487,260.6844544,22-25
PL0258,Gerald Moore,Netherlands,CF,Everton,24,19-06-2002,Right,16-01-2028,2,374,30473,250,33,885,518,35.82,577,195,8.01,6,28,6,62.3,81.5,85.12,602,772.5,1165.5,93,802,72.1,237,13,717,55.2,131,8,"Back Injury, Meniscus Tear, Calf Injury, Fracture, Groin Strain, Concussion, Ankle Injury, Muscle Injury, ACL Injury",30-11-2025,47,1.3,0,0,1,1,1.96,141,0,0.583,18895,0.514,0.34,0.146,9.06,251705,11,0,5.44,880,3994,13179,123.93,149.23,65.71,2,Rising,0.668449198,0.088235294,283,0.756684492,121.4063745,896.2647059,1.2,13.48,6.56,62.29946524,3.942857143,256.0812778,0,Prime,20.41475026,0.06413,52.01010172,0.5738,0,48.34349305,100,38.69646446,22-25
PL0259,Tyler Rogers,Egypt,CM,Barcelona,30,03-09-1996,Both,15-01-2031,5,322,38602,19,118,863,501,46.22,376,753,7.3,10,58,6,32.2,119.9,90.73,424,772.5,1165.5,93,802,72.1,237,13,1078,82.9,178,26,"Meniscus Tear, Shoulder Injury, Hamstring Injury, Calf Injury, Ankle Injury, Groin Strain, Concussion, Ligament Damage, Knee Injury, ACL Injury",28-04-2023,994,1.3,1,1,1,1,2.95,250,0,0.341,57256,0.308,0.394,0.298,14.25,1116073,29.2,0,4.31,7605,540,2386,55.26,72.75,80.48,3,Stable,0.059006211,0.366459627,137,0.425465839,1930.1,324.3865546,-1.8,16.44,7.55,22.36024845,5.921428571,285.4646052,0,Experienced,0,0.099572,53.23456672,0.3931,0,37.74624969,100,67.09251633,30-33
PL0260,Brandon Davis,France,CDM,Sevilla,21,19-12-2005,Left,15-01-2030,4,448,29587,19,64,863,501,46.22,552,373,6.75,3,30,1,149.3,66,80.38,516,772.5,1165.5,93,802,72.1,237,4,442,110.5,179,40,"Ankle Injury, Fracture, Back Injury, Ligament Damage",22-08-2025,147,0.4,0,0,0,1,1.21,78,0,0.097,4616,0.069,0.473,0.459,10.8,47858,8.4,1,4.81,8830,1921,16682,28.58,31.77,68.83,4,Rising,0.042410714,0.142857143,83,0.185267857,1479.35,455.1846154,6,11.96,2.01,82.58928571,22.1,118.1118844,0,Emerging,11.1616515,0.008148,8.839125443,0.213,2.183368,46.33585714,52.40661674,156.6458997,18-21
PL0261,Ryan Munoz,Netherlands,CF,AC Milan,27,24-04-1999,Right,15-01-2030,4,455,16991,171,39,637,611,43.49,750,179,7.5,9,49,8,50.6,37.3,85.12,602,772.5,1165.5,93,802,72.1,237,3,231,77,123,15,"Concussion, Shoulder Injury",03-01-2026,13,0.3,0,0,0,0,0.63,50,1,0.423,2847,0.373,0.292,0.336,6.09,29413,25.8,0,5.57,3565,2880,15481,127.28,142.47,52.23,2,Stable,0.375824176,0.085714286,210,0.461538462,98.78488372,424.775,-2.9,18.1,4.23,89.01098901,19.25,526.0070207,1,Prime,0,0.109134,20.49101978,0.4784,0,52.3789978,68.46602857,40.83177253,26-29
PL0262,Robert Blair,Spain,CM,Sevilla,29,09-12-1997,Left,16-01-2028,2,387,16548,40,116,863,501,46.22,227,422,7.36,10,67,2,38.7,42.8,81.96,509,772.5,1165.5,93,802,72.1,237,13,952,73.2,168,10,"Ankle Injury, Calf Injury, Achilles Injury, Fracture, Groin Strain, Knee Injury, Muscle Injury, Hip Injury",10-12-2025,37,1.3,1,0,0,1,2.61,229,0,0.339,3340,0.354,0.386,0.261,7.17,32108,8.2,0,3.03,4887,2850,16384,56.97,70.92,77.82,2,Stable,0.103359173,0.299741602,156,0.403100775,403.6097561,141.4358974,1.3,17.74,5.21,40.82687339,5.228571429,117.7192802,0,Experienced,0,0.027798,19.72219366,0.3949,0,41.94317468,60.13487783,72.3532425,26-29
PL0263,Joshua Dudley,Portugal,RB,Tottenham,24,03-05-2002,Right,16-01-2027,1,380,32216,2,37,863,501,46.22,478,444,6.35,6,77,0,63.3,84.8,89.04,911,558,1888,93,802,72.1,237,8,785,98.1,178,8,"Back Injury, Shoulder Injury, Calf Injury, Fracture, Concussion, Ankle Injury, Muscle Injury",28-10-2023,811,0.8,0,0,0,1,2.15,151,0,0,11588,0.178,0.537,0.284,5.73,165365,18.3,1,4.31,5153,2127,7119,26.71,35.96,44.12,3,Rising,0.005263158,0.097368421,39,0.102631579,10738.66667,847.7894737,2.3,13.6,3.75,60.26315789,10.9,27.59594501,0,Prime,34.63122426,0,0,0.1891,6.222756,40.55083158,32.77541579,146.3400634,22-25
PL0264,James Arnold,Norway,CF,Napoli,29,24-11-1997,Right,15-01-2029,3,314,41292,76,103,1183,247,38.65,453,415,7.76,10,41,4,31.4,131.5,85.12,602,772.5,1165.5,93,802,72.1,237,6,768,128,179,65,"Hamstring Injury, Groin Strain, Ligament Damage, Knee Injury, Hip Injury",26-01-2025,355,0.6,1,1,0,0,2.1,153,0,0.289,14003,0.24,0.371,0.389,11.16,105225,3.1,0,5.01,917,3280,18706,69.36,88.97,133.8,4,Stable,0.242038217,0.328025478,179,0.570063694,536.2597403,397.0384615,1.9,16.28,3.3,51.27388535,18.28571429,214.9818135,0,Experienced,0,0.008959,30.79168326,0.3635,0,45.27777707,82.22641343,64.35158765,26-29
PL0265,Ronald Montgomery,Japan,CB,Everton,22,13-09-2004,Left,15-01-2029,3,243,21570,15,7,863,501,46.22,478,444,6.48,4,25,0,60.8,88.8,85,1059,1065,1286,93,802,72.1,237,1,158,158,158,158,Knee Injury,29-04-2023,993,0.1,1,0,0,0,0.43,32,0,0,3180,0.089,0.585,0.327,9.52,47644,98.7,1,8.6,6093,2806,17741,29.7,37.12,54.25,3,Rising,0.061728395,0.028806584,22,0.090534979,1348.125,2696.25,7.5,8.86,0.63,86.83127572,79,92.0553613,0,Emerging,24.98316498,0,0,0.1957,1.8603,45.44965514,41.46482757,148.0444793,22-25
PL0266,Scott Ray,Brazil,LB,PSG,29,21-05-1997,Both,15-01-2031,5,243,20257,6,7,863,501,46.22,478,444,6.95,10,59,1,24.3,83.4,90.6,881,997,1616,93,802,72.1,237,15,1593,106.2,180,33,"Back Injury, Meniscus Tear, Hamstring Injury, Calf Injury, Achilles Injury, Groin Strain, Ligament Damage, Ankle Injury, ACL Injury, Hip Injury",23-04-2025,268,1.5,0,1,1,1,4.36,299,0,0.43,5046,0.455,0.3,0.244,6.16,51571,88.1,0,2.19,6386,1539,17989,29.28,34.93,54.79,4,Stable,0.024691358,0.028806584,13,0.053497942,2893.857143,2532.125,3.1,14.86,9.36,0,6.6375,151.2559472,0,Experienced,0,0.37883,22.58512375,0.4704,0,31.7128,51.01408562,104.7318362,26-29
PL0267,Michael Williams,Portugal,GK,Porto,25,05-11-2001,Right,16-01-2027,1,305,19944,1,2,863,501,46.22,478,444,7.17,7,48,0,43.6,65.4,85.12,602,772.5,1165.5,114,524,68.88,198,8,842,105.2,164,61,"Back Injury, Meniscus Tear, Shoulder Injury, Ankle Injury, Muscle Injury, ACL Injury",16-03-2023,1037,0.8,0,0,1,1,2.31,178,0,0.392,1456,0.462,0.337,0.201,7.05,8799,17,0,5.47,2759,4276,12016,25.44,30.74,21.01,2,Rising,0.003278689,0.006557377,3,0.009836066,9972,6648,5.2,13.1,5.91,41.63934426,11.68888889,26.28382033,1,Prime,0,0.06664,20.13043495,0.4827,0,40.59326885,58.67228685,153.5297612,22-25
PL0268,Darren Roberts,Sweden,CDM,Napoli,18,17-03-2008,Left,15-01-2030,4,246,21508,17,84,863,501,46.22,324,360,6.57,1,30,6,246,87.4,86.3,289,772.5,1165.5,93,802,72.1,237,0,0,0,0,0,None,22-05-2024,550,0,0,0,0,0,0,0,0,0,3237,0.133,0.603,0.264,9.87,48800,67.4,1,1.39,1604,2420,13640,24.09,31.44,35.38,4,Rising,0.069105691,0.341463415,101,0.410569106,1194.888889,253.0352941,1,5.92,0,100,0,99.55616852,0,Emerging,30.51058531,0,0,0.1332,1.951911,47.7304,43.8652,190.2367477,18-21
PL0269,Bobby Hall,Belgium,CF,Manchester United,28,10-10-1998,Both,16-01-2028,2,259,39049,90,128,580,329,42.95,533,393,7.13,10,49,8,25.9,150.8,85.12,602,772.5,1165.5,93,802,72.1,237,3,204,68,125,7,"Groin Strain, Back Injury, ACL Injury",07-07-2023,924,0.3,0,0,1,1,0.56,45,0,0.26,32215,0.354,0.415,0.231,4.98,573069,32.8,1,4.71,1133,2894,4300,112.38,133.19,45.36,2,Stable,0.347490347,0.494208494,218,0.841698842,429.1098901,302.7054264,-2.9,15.18,3.16,82.62548263,17,232.215073,1,Prime,0,0.08528,13.44030692,0.3743,13.369225,48.82969653,58.25530864,43.06729275,26-29
PL0270,Brian Ramirez,Denmark,CM,AS Roma,23,04-03-2003,Left,16-01-2028,2,405,32631,44,85,863,501,46.22,352,573,7.34,5,47,1,81,80.6,81.61,362,772.5,1165.5,93,802,72.1,237,12,1001,83.4,155,7,"Back Injury, Shoulder Injury, Hamstring Injury, Calf Injury, Fracture, Ligament Damage, Knee Injury",28-06-2025,202,1.2,1,1,0,1,2.74,199,0,0.366,23445,0.363,0.401,0.235,14.86,204228,24.1,1,6.74,8019,2032,3204,60.17,82.51,31.87,1,Rising,0.108641975,0.209876543,129,0.318518519,725.1333333,379.4302326,4.3,13.1,5.14,50.86419753,6.415384615,124.3315621,0,Emerging,37.12813695,0.088206,54.72727875,0.4425,9.401445,43.03783951,100,70.35775626,22-25
PL0271,Mark Diaz,Japan,CB,Everton,22,09-11-2004,Both,16-01-2027,1,391,26427,4,32,863,501,46.22,478,444,6.64,4,13,1,97.8,67.6,88.95,1283,494,1149,93,802,72.1,237,3,314,104.7,165,46,"Fracture, Back Injury, Hip Injury",19-10-2023,820,0.3,0,0,0,1,0.86,70,0,0.227,571,0.259,0.424,0.317,2.77,7518,39.6,1,5.62,3665,2929,7430,32.43,39.39,27.51,3,Rising,0.010230179,0.081841432,36,0.092071611,5285.4,800.8181818,7.7,11.82,1.46,82.0971867,26.175,33.50567191,0,Emerging,21.46160962,0.089892,3.992275106,0.3399,0.242104,46.02323734,46.08003133,137.6704677,22-25
PL0272,Jacob Clark,Denmark,RW,West Ham,23,16-12-2003,Right,16-01-2027,1,228,30800,239,110,819,328,36.82,624,277,6.56,5,25,8,45.6,135.1,85.12,602,772.5,1165.5,93,802,72.1,237,12,1059,88.2,177,20,"Shoulder Injury, Hamstring Injury, Calf Injury, Fracture, Achilles Injury, Concussion, Ligament Damage, Muscle Injury, Hip Injury",23-03-2025,299,1.2,0,1,0,1,2.9,216,0,0.103,40916,0.181,0.506,0.312,5.13,221789,70.7,1,2.23,8380,2799,18792,41.78,48.22,111.96,6,Rising,1.048245614,0.48245614,349,1.530701754,128.3333333,277.4774775,-0.5,9.56,5.3,5.263157895,6.784615385,43.16580241,0,Emerging,15.41407372,0.072821,5.611132404,0.2166,20.703496,29.63783158,32.6356144,69.27964371,22-25
PL0273,Derek Zuniga,Japan,LW,AS Roma,20,18-10-2006,Right,15-01-2031,5,273,34045,59,142,844,501,38.36,873,382,6.61,2,37,0,136.5,124.7,85.12,602,772.5,1165.5,93,802,72.1,237,8,667,83.4,173,7,"Calf Injury, Fracture, Concussion, Ligament Damage, Ankle Injury, ACL Injury",28-08-2024,506,0.8,0,0,1,1,1.83,163,0,0.252,31905,0.199,0.381,0.42,11.92,452230,36.5,0,3.72,8102,2790,14273,36.17,42.46,42.82,2,Rising,0.216117216,0.52014652,201,0.736263736,567.4166667,238.0769231,6.3,7.46,5.43,40.29304029,9.266666667,186.8486206,0,Emerging,17.39010229,0.09198,31.15147099,0.3215,0,36.63360806,74.18401051,98.55692241,18-21
PL0274,Matthew Lynch,Colombia,CM,Sevilla,22,10-06-2004,Both,16-01-2027,1,399,19523,10,87,863,501,46.22,471,474,6.87,4,24,2,99.8,48.9,89.69,362,772.5,1165.5,93,802,72.1,237,1,154,154,154,154,Groin Strain,06-06-2023,955,0.1,0,0,0,0,0.42,34,0,0.194,5596,0.161,0.535,0.304,14.69,99331,13.4,1,8.12,2721,68,10141,54.95,68.26,45.36,2,Rising,0.025062657,0.218045113,97,0.243107769,1774.818182,221.8522727,5.6,11.98,0.62,91.47869674,77,56.77263865,0,Emerging,24.22202002,0.025996,24.59425196,0.3001,2.99386,48.77193935,80.03734761,87.17057971,22-25
PL0275,Christopher Daniel,Poland,RB,PSG,26,21-05-2000,Right,16-01-2028,2,176,16086,21,38,863,501,46.22,478,444,6.67,8,59,2,22,91.4,82.92,1355,1084,966,93,802,72.1,237,7,588,84,165,11,"Back Injury, Meniscus Tear, Shoulder Injury, Calf Injury, Muscle Injury",13-11-2025,64,0.7,0,0,0,1,1.61,113,0,0.003,10426,0.181,0.643,0.177,10.63,116706,80,1,6.58,8774,4994,9481,36.51,40.46,70.96,4,Stable,0.119318182,0.215909091,59,0.335227273,731.1818182,412.4615385,2.1,11.52,3.01,35.79545455,10.5,75.44200317,1,Prime,0,0.0024,0.295051187,0.1927,6.703918,36.52849091,32.68682224,97.3833402,26-29
PL0276,Christopher Gray,Croatia,CB,Aston Villa,18,26-09-2008,Right,15-01-2030,4,341,33689,30,47,863,501,46.22,478,444,6.71,1,72,1,341,98.8,79.69,973,1198,534,93,802,72.1,237,5,502,100.4,156,44,"Hamstring Injury, Calf Injury, Fracture, Ligament Damage, Muscle Injury",18-03-2025,304,0.5,0,1,0,1,1.38,124,0,0.153,5702,0.14,0.479,0.381,13.03,92298,87.6,1,3.38,8843,1256,6041,17.73,21.47,38.64,4,Rising,0.08797654,0.137829912,77,0.225806452,1086.741935,701.8541667,1.8,7.82,2.38,63.63636364,16.73333333,73.27234819,0,Emerging,21.09419064,0.134028,17.24205679,0.2412,2.731258,41.61367273,61.90992155,222.1765762,18-21
PL0277,William Bowman,Spain,LW,Inter Milan,21,14-06-2005,Both,15-01-2029,3,321,38101,84,70,1215,353,45.02,554,218,7.05,3,45,0,107,118.7,85.12,602,772.5,1165.5,93,802,72.1,237,6,674,112.3,173,59,"Meniscus Tear, Calf Injury, Fracture, Groin Strain, Concussion, Ankle Injury",01-12-2024,411,0.6,0,0,0,1,1.85,124,0,0.388,43776,0.381,0.413,0.206,13.1,746509,34.2,1,2.88,2912,3556,13590,47.93,55.25,85.61,4,Rising,0.261682243,0.218068536,154,0.479750779,448.2470588,536.6338028,5.5,9.42,3.05,61.37071651,16.04285714,148.559376,0,Emerging,15.27227206,0.132696,54.31919155,0.4157,18.079488,43.1895433,100,88.26802228,18-21
PL0278,Justin Cohen,France,LW,Chelsea,18,20-11-2008,Both,15-01-2029,3,456,23186,117,80,842,244,49.87,490,507,6.58,1,43,8,456,50.8,85.12,602,772.5,1165.5,93,802,72.1,237,4,442,110.5,167,43,"Achilles Injury, Muscle Injury, Concussion, Ligament Damage",03-11-2025,74,0.4,0,0,0,0,1.21,109,0,0.092,57953,0.221,0.559,0.219,5.5,510040,65.8,1,2.7,5259,1837,10125,38.46,42.84,44.35,3,Rising,0.256578947,0.175438596,197,0.432017544,196.4915254,286.2469136,-2.3,10.12,2.01,76.09649123,22.1,119.2070436,0,Emerging,11.38845554,0.060536,5.549506865,0.2183,32.395727,43.99989825,46.30420942,111.505064,18-21
PL0279,Ryan Parsons,England,CAM,Bayern Munich,22,21-01-2004,Both,15-01-2030,4,429,29821,68,54,863,501,46.22,411,641,7.11,4,26,5,107.2,69.5,83.59,251,772.5,1165.5,93,802,72.1,237,3,55,18.3,39,7,"Muscle Injury, Back Injury, Hamstring Injury",22-10-2023,817,0.3,0,1,0,0,0.15,11,0,0.376,10428,0.45,0.435,0.115,7.74,160863,12.9,1,6.11,1225,603,16552,91.48,110.89,93.52,4,Rising,0.158508159,0.125874126,122,0.284382284,432.1884058,542.2,2.4,12.58,0.75,97.43589744,4.575,378.0572144,0,Emerging,21.21775251,0.048504,26.92654645,0.4595,4.53618,51.36217949,84.57090942,55.53868889,22-25
PL0280,Daryl Johnson,Spain,ST,Aston Villa,25,08-12-2001,Left,15-01-2029,3,206,24838,122,101,844,228,47.49,721,439,8.09,7,78,8,29.4,120.6,85.12,602,772.5,1165.5,93,802,72.1,237,2,182,91,141,41,"Groin Strain, Muscle Injury",12-07-2024,553,0.2,0,0,0,0,0.5,41,0,0.478,11209,0.346,0.38,0.274,8.61,139574,3.8,0,8.01,5246,4240,17677,154.21,185.5,99.73,2,Rising,0.59223301,0.490291262,223,1.082524272,201.9349593,243.5098039,-5.8,11.12,0.9,80.09708738,30.33333333,477.9749921,1,Prime,0,0.018164,38.37597888,0.4991,0,51.60161748,100,33.24632271,22-25
PL0281,Ethan Adams,Egypt,CM,PSG,26,17-06-2000,Right,15-01-2029,3,261,24624,29,28,863,501,46.22,528,274,6.7,8,76,3,32.6,94.3,80.3,235,772.5,1165.5,93,802,72.1,237,3,282,94,122,75,"Calf Injury, Shoulder Injury",13-08-2025,156,0.3,0,0,0,0,0.77,67,0,0.363,19928,0.45,0.392,0.158,13.39,282130,86.7,0,6.54,7236,498,11181,92.66,115.29,172.64,4,Stable,0.111111111,0.107279693,57,0.218390805,820.8,849.1034483,-0.6,13.22,1.37,74.32950192,23.5,287.2003292,1,Prime,0,0.314721,48.11930877,0.4672,0,45.24430038,100,48.30696176,26-29
PL0282,Daniel Hahn,USA,CF,Newcastle,29,11-09-1997,Right,15-01-2029,3,383,19318,216,99,1050,597,52.66,430,534,6.88,10,43,5,38.3,50.4,85.12,602,772.5,1165.5,93,802,72.1,237,4,330,82.5,136,15,"Achilles Injury, Meniscus Tear, Hamstring Injury",27-09-2023,842,0.4,0,1,0,1,0.9,52,0,0.076,4178,0.069,0.563,0.368,7.62,44586,32.4,1,8.06,4636,1432,11527,67.71,76.75,91.69,3,Stable,0.563968668,0.25848564,315,0.822454308,89.02304147,193.18,0.7,17.66,1.7,86.4229765,16.5,209.8676267,0,Experienced,0,0.024624,4.828602524,0.2191,2.352214,48.7747953,48.23030144,70.98645801,26-29
PL0283,Shawn Edwards,Sweden,CB,Benfica,24,23-05-2002,Right,15-01-2029,3,159,39581,10,23,863,501,46.22,478,444,7,6,80,6,26.5,248.9,88.87,819,403,1130,93,802,72.1,237,10,988,98.8,169,22,"Meniscus Tear, Calf Injury, Groin Strain, Concussion, Ligament Damage, Ankle Injury, Muscle Injury, ACL Injury, Hip Injury",03-04-2024,653,1,0,0,1,1,2.71,232,0,0.198,1951,0.176,0.438,0.386,8.56,36608,66.2,1,3.42,1865,3786,18010,31.85,44.1,53.6,3,Rising,0.062893082,0.144654088,33,0.20754717,3598.272727,1649.208333,-4,9.18,6.71,0,8.981818182,98.7193016,0,Prime,38.46153846,0.131076,12.84144436,0.2786,0.854538,30.3932,41.03876654,92.52115677,22-25
PL0284,Matthew Foster,Poland,RW,AS Roma,21,02-04-2005,Left,16-01-2027,1,302,26194,190,107,576,604,38.73,267,179,6.87,3,30,2,100.7,86.7,85.12,602,772.5,1165.5,93,802,72.1,237,4,221,55.2,117,13,"Groin Strain, Fracture, ACL Injury, Meniscus Tear",18-01-2023,1094,0.4,0,0,1,1,0.61,35,0,0.296,26538,0.345,0.418,0.237,12.2,292849,73.2,1,10,5689,2565,388,48.8,56.05,102.16,4,Rising,0.629139073,0.354304636,297,0.983443709,137.1413613,242.537037,5,9.04,3.41,88.41059603,11.04,50.41864906,0,Emerging,14.85655738,0.216672,36.78502161,0.4383,11.092884,47.84671921,92.28089202,96.07774941,18-21
PL0285,Thomas Ellis,South Korea,CF,West Ham,29,01-12-1997,Left,15-01-2030,4,409,30821,109,37,1020,489,35.02,368,318,6.61,10,23,0,40.9,75.4,85.12,602,772.5,1165.5,93,802,72.1,237,13,1096,84.3,167,20,"Meniscus Tear, Shoulder Injury, Hamstring Injury, Fracture, Concussion, Ligament Damage, Ankle Injury, Muscle Injury, ACL Injury, Hip Injury",05-11-2023,803,1.3,0,1,1,1,3,271,0,0.005,13644,0.142,0.51,0.348,8.81,130041,47.1,1,6.56,1514,1386,17915,46.99,54.83,129.11,5,Stable,0.266503667,0.090464548,146,0.356968215,280.1909091,811.0789474,7.7,18.18,7.6,33.7408313,6.021428571,194.1944524,0,Experienced,0,0.002355,0.419405707,0.2082,6.95844,37.24056626,24.04939169,77.60067985,26-29
PL0286,Derek Wright,Japan,RB,Inter Milan,26,07-06-2000,Right,16-01-2028,2,411,17049,9,12,863,501,46.22,478,444,6.34,8,11,1,51.4,41.5,83.07,674,1004,735,93,802,72.1,237,8,614,76.8,161,10,"Meniscus Tear, Shoulder Injury, Calf Injury, Fracture, ACL Injury, Hip Injury",10-09-2025,128,0.8,0,0,1,1,1.68,137,0,0.188,14459,0.234,0.474,0.291,8.81,91467,55.3,1,1.62,8290,2600,7057,30.65,36.92,80.03,6,Stable,0.02189781,0.02919708,21,0.051094891,1704.9,1311.461538,7.9,16.22,5.28,66.66666667,8.533333333,63.33326204,1,Prime,0,0.103964,15.86574048,0.2668,6.853566,42.47093333,54.47407738,134.1893628,26-29
PL0287,Justin Baker,Netherlands,CDM,Arsenal,23,19-03-2003,Both,15-01-2029,3,469,30387,54,117,863,501,46.22,513,633,7.73,5,77,3,93.8,64.8,86.64,468,772.5,1165.5,93,802,72.1,237,12,1410,117.5,162,37,"Meniscus Tear, Shoulder Injury, Achilles Injury, Fracture, Concussion, Ligament Damage, ACL Injury, Hip Injury",23-05-2023,969,1.2,0,0,1,1,3.86,311,0,0.505,20267,0.545,0.261,0.194,6.25,180253,77.2,0,1.58,580,2904,5246,41.74,52.16,5.63,1,Rising,0.115138593,0.249466951,171,0.364605544,552.4909091,257.5169492,-0.7,14.38,8.26,33.68869936,9.038461538,129.373427,0,Emerging,24.96406325,0.38986,31.29989548,0.5291,0,41.59193987,71.22581315,97.31385089,22-25
PL0288,Kevin Hurst,South Korea,LW,Everton,25,18-08-2001,Both,15-01-2030,4,326,24346,250,85,1452,683,37.43,691,600,7.56,7,69,2,46.6,74.7,85.12,602,772.5,1165.5,93,802,72.1,237,14,1227,87.6,167,33,"Back Injury, Shoulder Injury, Hamstring Injury, Ankle Injury, Calf Injury, Concussion, Knee Injury, ACL Injury, Hip Injury",17-11-2023,791,1.4,1,1,1,1,3.36,270,0,0.343,46689,0.272,0.466,0.262,3.02,709880,42.2,1,2.94,6930,1474,7310,82.1,112.78,64.57,2,Rising,0.766871166,0.260736196,335,1.027607362,96.99601594,283.0930233,1.1,13.52,8.16,17.17791411,5.84,339.2927121,1,Prime,0,0.144746,11.13682638,0.355,21.757074,37.08958282,38.93003098,44.6324703,22-25
PL0289,James Robinson,Japan,CB,Bayern Munich,29,01-07-1997,Both,16-01-2027,1,394,15632,4,45,863,501,46.22,478,444,6.74,10,66,6,39.4,39.7,91.82,1271,760,1554,93,802,72.1,237,11,756,68.7,141,7,"Back Injury, Meniscus Tear, Achilles Injury, Calf Injury, Fracture, Groin Strain, Concussion, Knee Injury, Muscle Injury, Hip Injury",08-11-2025,69,1.1,1,0,0,1,2.07,176,0,0.119,7363,0.262,0.483,0.255,13.04,140295,69.8,1,9.53,7776,4646,7934,41.22,52.96,36.63,4,Stable,0.010152284,0.114213198,49,0.124365482,3126.4,339.826087,-2.6,17.88,4.27,55.32994924,5.725,42.58722775,0,Experienced,0,0.083062,13.81742741,0.3249,3.556329,42.25178985,53.31203604,100.0752957,26-29
